Income,Gender,Age,Age Range,Political Affiliation ,Do you approve or disapprove of how Donald Trump is handling his job as president?,What is your highest level of education?,Q6OTH1,What is your race?,Q5OTH1,"From what you have heard or seen, do you mostly agree or mostly disagree with the beliefs of White Nationalists?","If you had to guess, what percentage of Republicans would say that they mostly agree with the beliefs of White Nationalists?",q8x,Would you say that you love America?,"If you had to guess, what percentage of Democrats would say that they love America?",q10x,Do you think that government policies should help those who are poor and struggling in America?,"If you had to guess, what percentage of Republicans would say yes to that question?",Do you think that most white people in America are racist?,"If you had to guess, what percentage of Democrats would say yes to that question?",Have you lost any friendships or other relationships as a result of the 2016 presidential election?,Do you think it is likely or unlikely that there will be a Civil War in the United States within the next decade?,Have you ever gone hunting?,Have you ever eaten a kale salad?,"If Dwayne ""The Rock"" Johnson ran for president as a candidate for your political party, would you vote for him?","Who would you prefer as president of the United States, Darth Vader or Donald Trump?"
,Female,48,45-54,Strong Republican,Approve,Graduate degree,,White,,Disagree,1,,Yes,80,,Yes,80,No,20,No,Unlikely,No,Yes,DK/REF,Donald Trump
,Female,58,55-64,Strong Republican,Approve,Graduate degree,,Latino,,DK/REF,,DK/REF,Yes,20,,No,60,No,10,No,Unlikely,No,Yes,DK/REF,Donald Trump
,Male,30,25-34,Not Strong Democrat,Disapprove,High school,,Latino,,Disagree,,DK/REF,Yes,90,,Yes,50,No,20,No,Unlikely,No,No,Yes,Darth Vader
,Male,32,25-34,Independent,Disapprove,Graduate degree,,White,,Disagree,,DK/REF,Yes,100,,Yes,100,No,55,Yes,Unlikely,No,Yes,DK/REF,Darth Vader
,Female,66,65+,Not Strong Democrat,Approve,High school,,White,,Agree,75,,Yes,99,,Yes,80,Yes,99,No,Unlikely,No,No,No,Donald Trump
,Male,59,55-64,Not Strong Republican,Approve,Some college,,White,,Disagree,5,,Yes,98,,Yes,90,No,5,No,Likely,Yes,No,No,Donald Trump
,Female,59,55-64,Independent,DK/REF,High school,,White,,DK/REF,50,,Yes,90,,Yes,35,No,40,No,Unlikely,No,Yes,DK/REF,Donald Trump
,Female,74,65+,DK/REF,DK/REF,High school,,White,,DK/REF,,DK/REF,Yes,,DK/REF,Yes,,No,,No,Unlikely,No,No,DK/REF,Donald Trump
,Male,40,35-44,Strong Republican,Approve,Some college,,White,,DK/REF,,DK/REF,Yes,90,,Yes,85,No,25,No,Unlikely,Yes,No,DK/REF,Donald Trump
,Male,39,35-44,Strong Democrat,Disapprove,Some college,,Black,,Disagree,,DK/REF,Yes,,DK/REF,No,,No,,Yes,Likely,DK/REF,Yes,DK/REF,DK/REF
,Female,72,65+,DK/REF,Approve,Some college,,White,,DK/REF,,DK/REF,Yes,,DK/REF,Yes,100,No,,No,Unlikely,No,No,DK/REF,Donald Trump
,Female,43,35-44,Strong Democrat,Disapprove,Graduate degree,,White,,Disagree,35,,Yes,100,,Yes,55,No,20,Yes,Unlikely,No,Yes,DK/REF,Darth Vader
,Other,35,35-44,DK/REF,Approve,Graduate degree,,Other,Middle-Eastern,DK/REF,50,,Yes,2,,DK/REF,50,No,50,No,Unlikely,Yes,No,DK/REF,DK/REF
,Male,69,65+,Independent,Disapprove,High school,,Latino,,Disagree,,DK/REF,Yes,50,,No,25,Yes,75,No,Likely,No,Yes,DK/REF,Donald Trump
,Female,26,25-34,DK/REF,DK/REF,Graduate degree,,White,,DK/REF,,DK/REF,Yes,,DK/REF,Yes,,No,,No,DK/REF,No,No,DK/REF,Donald Trump
,Male,49,45-54,Independent,Approve,College degree,,White,,Disagree,20,,Yes,5,,No,10,No,80,Yes,Unlikely,Yes,Yes,DK/REF,Donald Trump
,Male,54,45-54,Not Strong Democrat,Disapprove,College degree,,Black,,Disagree,40,,Yes,90,,Yes,50,No,50,No,Unlikely,Yes,Yes,No,Donald Trump
,Male,51,45-54,Independent,DK/REF,College degree,,Asian,,DK/REF,60,,Yes,80,,Yes,,DK/REF,80,No,DK/REF,Yes,Yes,Yes,Darth Vader
,Female,42,35-44,DK/REF,Disapprove,Some college,,White,,Disagree,,DK/REF,No,,DK/REF,Yes,,Yes,,Yes,Likely,Yes,Yes,No,Darth Vader
,Female,35,35-44,DK/REF,DK/REF,Graduate degree,,White,,DK/REF,,DK/REF,Yes,,DK/REF,Yes,,No,,No,Unlikely,No,Yes,DK/REF,Donald Trump
,Female,25,25-34,DK/REF,DK/REF,Graduate degree,,Black,,DK/REF,,DK/REF,DK/REF,,DK/REF,Yes,,Yes,,No,DK/REF,No,No,No,DK/REF
,Male,50,45-54,Independent,Disapprove,Graduate degree,,Asian,,Agree,70,,Yes,80,,Yes,70,No,0,No,Likely,No,Yes,Yes,Darth Vader
,Female,24,18-24,Not Strong Democrat,Disapprove,High school,,Black,,Agree,30,,Yes,50,,Yes,50,No,75,No,Likely,No,Yes,No,Darth Vader
,Male,33,25-34,Strong Republican,Approve,Some college,,White,,Agree,80,,Yes,100,,Yes,100,No,50,No,Unlikely,Yes,Yes,No,Donald Trump
,Male,30,25-34,Independent,Disapprove,College degree,,White,,Disagree,5,,Yes,60,,Yes,50,No,60,No,Unlikely,No,Yes,No,Donald Trump
,Male,76,65+,Independent,DK/REF,Graduate degree,,White,,DK/REF,,DK/REF,Yes,90,,Yes,,No,50,No,Unlikely,Yes,Yes,DK/REF,Donald Trump
,Male,47,45-54,Independent,Approve,College degree,,White,,DK/REF,,DK/REF,Yes,,DK/REF,Yes,,No,,No,Unlikely,No,No,DK/REF,Donald Trump
,Female,29,25-34,Independent,DK/REF,Some college,,Black,,Disagree,45,,Yes,57,,Yes,90,Yes,45,No,Likely,No,No,Yes,Darth Vader
,Male,60,55-64,Independent,Approve,Some college,,White,,DK/REF,50,,Yes,20,,Yes,80,No,80,No,Likely,Yes,Yes,No,Donald Trump
,Male,62,55-64,Strong Democrat,Disapprove,Graduate degree,,White,,Disagree,,DK/REF,Yes,100,,Yes,,No,,No,Unlikely,Yes,No,No,DK/REF
,Female,52,45-54,DK/REF,Disapprove,College degree,,White,,DK/REF,,DK/REF,Yes,100,,Yes,,No,,No,Unlikely,No,Yes,DK/REF,Darth Vader
,Male,27,25-34,Not Strong Democrat,Disapprove,High school,,Black,,Disagree,100,,Yes,100,,Yes,50,No,50,No,Likely,No,No,Yes,Darth Vader
,Male,34,25-34,Independent,Approve,College degree,,DK/REF,,Disagree,0.01,,Yes,5,,DK/REF,85,No,,No,Unlikely,No,Yes,Yes,DK/REF
,Male,50,45-54,Not Strong Republican,Approve,High school,,White,,Disagree,70,,Yes,5,,No,80,No,30,No,Likely,Yes,No,Yes,Donald Trump
,Female,28,25-34,Independent,Disapprove,Graduate degree,,White,,DK/REF,60,,Yes,30,,Yes,40,No,80,No,Unlikely,No,No,Yes,Donald Trump
,Male,40,35-44,Not Strong Democrat,Disapprove,Some college,,Latino,,Disagree,,DK/REF,Yes,70,,No,,No,70,No,Likely,No,No,Yes,Darth Vader
,Male,73,65+,Not Strong Republican,Approve,Some college,,White,,DK/REF,,DK/REF,Yes,50,,No,50,No,100,No,Unlikely,Yes,Yes,No,Donald Trump
,Female,25,25-34,Strong Democrat,Disapprove,College degree,,White,,Disagree,10,,Yes,100,,Yes,50,No,10,Yes,Unlikely,No,Yes,DK/REF,Darth Vader
,Female,37,35-44,Not Strong Democrat,Disapprove,College degree,,Asian,,Disagree,100,,Yes,100,,Yes,25,No,25,No,Likely,Yes,Yes,No,Darth Vader
,Male,60,55-64,DK/REF,DK/REF,Graduate degree,,Black,,DK/REF,,DK/REF,Yes,100,,Yes,,DK/REF,,No,Unlikely,Yes,Yes,DK/REF,DK/REF
,Female,29,25-34,Not Strong Democrat,Disapprove,High school,,White,,Disagree,70,,Yes,100,,Yes,30,No,5,Yes,Unlikely,Yes,Yes,No,Darth Vader
,Male,41,35-44,Not Strong Democrat,Disapprove,College degree,,Black,,Disagree,65,,Yes,62,,Yes,75,Yes,67,No,Likely,No,No,DK/REF,Darth Vader
,Male,32,25-34,Independent,Disapprove,Graduate degree,,White,,Disagree,20,,Yes,40,,Yes,40,No,70,No,Unlikely,Yes,Yes,Yes,Darth Vader
,Male,36,35-44,DK/REF,DK/REF,Some college,,DK/REF,,Disagree,1,,Yes,90,,DK/REF,,No,50,No,Unlikely,Yes,Yes,Yes,Donald Trump
,Male,65,65+,Strong Democrat,Disapprove,Some college,,Black,,Disagree,50,,Yes,100,,Yes,75,No,50,Yes,Likely,Yes,Yes,Yes,Darth Vader
,Female,42,35-44,Strong Democrat,Disapprove,College degree,,DK/REF,,DK/REF,,DK/REF,Yes,,DK/REF,Yes,,DK/REF,,No,Likely,No,Yes,No,DK/REF
,Female,38,35-44,Independent,Disapprove,Graduate degree,,White,,Disagree,20,,Yes,100,,Yes,75,No,50,No,Unlikely,No,Yes,DK/REF,Darth Vader
,Male,27,25-34,Independent,Disapprove,Some college,,Latino,,DK/REF,16,,Yes,35,,Yes,45,No,14,Yes,Likely,Yes,No,No,Darth Vader
,Male,87,65+,Strong Republican,Approve,Some college,,White,,Disagree,,DK/REF,Yes,70,,Yes,70,No,75,No,Unlikely,Yes,No,No,Donald Trump
,Female,62,55-64,Strong Democrat,Disapprove,College degree,,White,,Disagree,70,,Yes,100,,Yes,20,No,100,No,Unlikely,No,Yes,No,Darth Vader
,Male,35,35-44,Strong Republican,Approve,College degree,,White,,Disagree,50,,Yes,80,,Yes,70,No,30,No,Unlikely,Yes,Yes,No,Donald Trump
,Female,65,65+,Independent,Disapprove,High school,,Latino,,Disagree,,DK/REF,Yes,15,,Yes,10,Yes,50,No,Likely,Yes,No,Yes,Darth Vader
,Male,60,55-64,Strong Democrat,Disapprove,College degree,,Other,Native American,Disagree,75,,Yes,100,,Yes,5,No,10,No,Unlikely,Yes,No,Yes,DK/REF
,Female,70,65+,Independent,Approve,Graduate degree,,DK/REF,,DK/REF,,DK/REF,Yes,90,,Yes,90,No,80,No,Unlikely,No,Yes,DK/REF,Donald Trump
,Male,80,65+,Not Strong Democrat,Approve,College degree,,White,,Disagree,,DK/REF,Yes,,DK/REF,Yes,,No,,No,Unlikely,Yes,Yes,DK/REF,Donald Trump
,Female,18,18-24,Strong Republican,Approve,High school,,White,,Disagree,50,,Yes,100,,Yes,80,No,30,No,Unlikely,No,Yes,No,Donald Trump
,Male,71,65+,Strong Republican,Approve,Some college,,White,,Disagree,0,,No,75,,Yes,75,No,80,No,Unlikely,No,Yes,Yes,Donald Trump
,Male,33,25-34,DK/REF,Approve,College degree,,DK/REF,,DK/REF,,DK/REF,Yes,30,,No,,Yes,,DK/REF,DK/REF,Yes,Yes,Yes,Donald Trump
,Female,56,55-64,Strong Democrat,Disapprove,High school,,White,,Disagree,20,,Yes,99,,Yes,20,No,10,No,Unlikely,Yes,No,No,Darth Vader
,Female,40,35-44,Independent,Disapprove,Some college,,White,,Disagree,80,,Yes,95,,Yes,60,No,85,No,Likely,No,No,No,Darth Vader
,Female,79,65+,Not Strong Democrat,DK/REF,Graduate degree,,White,,DK/REF,,DK/REF,Yes,90,,Yes,,No,,No,Unlikely,No,DK/REF,DK/REF,Darth Vader
,Female,26,25-34,Independent,Disapprove,Graduate degree,,Asian,,Disagree,50,,Yes,80,,Yes,80,No,50,No,Unlikely,No,No,DK/REF,DK/REF
,Female,39,35-44,Strong Democrat,Disapprove,College degree,,White,,Disagree,20,,Yes,75,,Yes,25,Yes,30,No,Unlikely,No,Yes,No,Donald Trump
,Female,50,45-54,Strong Democrat,Disapprove,Some college,,Black,,Disagree,5,,Yes,85,,Yes,30,No,80,No,Unlikely,No,Yes,Yes,Darth Vader
,Female,31,25-34,Independent,Disapprove,College degree,,White,,Disagree,80,,Yes,100,,Yes,10,No,45,No,Likely,Yes,No,No,Darth Vader
,Male,51,45-54,Independent,Disapprove,Graduate degree,,Black,,Disagree,95,,Yes,70,,Yes,46,Yes,30,Yes,Likely,Yes,Yes,No,Darth Vader
,Female,47,45-54,Independent,Disapprove,High school,,White,,DK/REF,,DK/REF,Yes,,DK/REF,Yes,,No,,No,Likely,Yes,No,Yes,Darth Vader
,Male,41,35-44,Independent,DK/REF,College degree,,White,,Disagree,64,,Yes,70,,No,30,No,20,No,Unlikely,Yes,No,DK/REF,Donald Trump
,Female,42,35-44,DK/REF,DK/REF,Graduate degree,,Asian,,DK/REF,,DK/REF,Yes,,DK/REF,DK/REF,,DK/REF,,No,DK/REF,No,Yes,DK/REF,DK/REF
,Female,55,55-64,Independent,Disapprove,Some college,,White,,Disagree,,DK/REF,Yes,,DK/REF,Yes,,No,,Yes,Unlikely,Yes,Yes,DK/REF,Donald Trump
,Female,20,18-24,Independent,Disapprove,High school,,Latino,,Disagree,49,,Yes,85,,Yes,40,No,40,No,Unlikely,No,Yes,No,Darth Vader
,Male,60,55-64,Not Strong Democrat,Disapprove,High school,,White,,Disagree,30,,Yes,100,,Yes,10,No,10,No,Unlikely,Yes,Yes,DK/REF,Darth Vader
,Male,59,55-64,DK/REF,Disapprove,Some college,,White,,Disagree,30,,Yes,80,,Yes,30,No,20,No,Unlikely,No,No,DK/REF,Darth Vader
,Male,19,18-24,Not Strong Democrat,Disapprove,Some college,,Latino,,Disagree,5,,Yes,60,,Yes,60,No,30,No,Unlikely,Yes,No,No,Darth Vader
,Male,18,18-24,Not Strong Democrat,Disapprove,High school,,White,,Disagree,7,,Yes,93,,Yes,60,No,7,No,Unlikely,No,Yes,No,Donald Trump
,Male,51,45-54,Independent,Approve,Some college,,Latino,,Disagree,,DK/REF,Yes,,DK/REF,DK/REF,,No,90,No,DK/REF,Yes,Yes,No,DK/REF
,Male,18,18-24,Independent,Disapprove,Some college,,Latino,,Disagree,75,,Yes,100,,Yes,60,No,50,No,Likely,No,No,Yes,Darth Vader
,Female,74,65+,Strong Republican,Approve,College degree,,White,,Agree,,DK/REF,Yes,,DK/REF,Yes,50,No,50,No,DK/REF,No,No,No,Donald Trump
,Male,21,18-24,Independent,Disapprove,Some college,,Black,,Disagree,50,,Yes,90,,Yes,20,No,10,No,DK/REF,No,No,No,Darth Vader
,Male,42,35-44,Independent,Disapprove,College degree,,White,,Disagree,20,,Yes,100,,Yes,15,No,25,No,Unlikely,Yes,Yes,No,Donald Trump
,Male,55,55-64,Strong Democrat,Disapprove,College degree,,Black,,Disagree,,DK/REF,Yes,2,,Yes,1,Yes,50,No,DK/REF,Yes,No,No,DK/REF
,Female,64,55-64,Independent,Disapprove,Graduate degree,,DK/REF,,Disagree,,DK/REF,Yes,,DK/REF,Yes,,No,,No,DK/REF,Yes,Yes,DK/REF,DK/REF
,Male,38,35-44,Independent,Approve,College degree,,White,,DK/REF,,DK/REF,Yes,,DK/REF,Yes,,No,,No,Unlikely,Yes,Yes,DK/REF,Donald Trump
,Male,65,65+,Not Strong Republican,Approve,Graduate degree,,Asian,,Disagree,5,,Yes,95,,Yes,95,No,95,No,Unlikely,No,Yes,Yes,Donald Trump
,Male,37,35-44,Strong Republican,Approve,College degree,,White,,Disagree,1,,Yes,75,,Yes,60,No,10,No,Unlikely,Yes,No,No,Donald Trump
,Male,65,65+,Strong Democrat,Disapprove,High school,,Black,,Disagree,50,,Yes,75,,Yes,50,No,,No,Unlikely,No,No,DK/REF,Donald Trump
,Male,60,55-64,Independent,Disapprove,Some college,,White,,Disagree,40,,No,50,,Yes,25,No,40,No,Unlikely,Yes,No,Yes,DK/REF
,Female,22,18-24,Strong Republican,Approve,Graduate degree,,Asian,,Disagree,30,,Yes,20,,No,20,No,50,No,Unlikely,Yes,No,No,Donald Trump
,Female,35,35-44,Independent,Disapprove,Other,Masters,Black,,Disagree,75,,Yes,95,,Yes,30,DK/REF,40,Yes,Unlikely,No,Yes,No,Donald Trump
,Female,66,65+,Independent,Approve,Some college,,DK/REF,,DK/REF,,DK/REF,Yes,20,,Yes,20,No,30,No,Unlikely,No,Yes,DK/REF,Donald Trump
,Female,62,55-64,Independent,Disapprove,Graduate degree,,White,,Disagree,,DK/REF,No,75,,Yes,20,No,50,Yes,Unlikely,No,DK/REF,DK/REF,Darth Vader
,Female,40,35-44,Strong Republican,DK/REF,Some college,,White,,DK/REF,,DK/REF,Yes,50,,Yes,20,No,50,No,Unlikely,No,Yes,Yes,Darth Vader
,Male,90,65+,Strong Democrat,Disapprove,Some college,,White,,Disagree,,DK/REF,Yes,90,,Yes,50,No,5,No,Unlikely,Yes,No,DK/REF,DK/REF
,Male,54,45-54,Strong Republican,Approve,College degree,,White,,Disagree,15,,Yes,98,,Yes,100,No,3,No,Unlikely,No,Yes,No,Donald Trump
,Female,59,55-64,Strong Democrat,Disapprove,High school,,Black,,Disagree,40,,Yes,100,,Yes,100,No,40,No,Likely,Yes,Yes,DK/REF,Darth Vader
,Female,51,45-54,Strong Democrat,Disapprove,Graduate degree,,Asian,,Disagree,,DK/REF,Yes,100,,Yes,60,No,90,No,Unlikely,No,Yes,No,Darth Vader
,Male,68,65+,Not Strong Republican,Approve,Some college,,White,,Disagree,10,,Yes,0,,No,50,No,50,Yes,Likely,No,No,No,Donald Trump
,Male,70,65+,Strong Democrat,Disapprove,High school,,White,,Agree,40,,Yes,,DK/REF,Yes,40,Yes,40,No,Unlikely,Yes,No,No,Darth Vader
,Male,54,45-54,Strong Democrat,Disapprove,College degree,,Black,,Disagree,75,,Yes,100,,Yes,,No,75,Yes,Unlikely,Yes,Yes,Yes,Darth Vader
,Female,45,45-54,Independent,DK/REF,High school,,White,,Agree,,DK/REF,Yes,80,,Yes,,No,80,No,Likely,Yes,No,No,DK/REF
,Male,53,45-54,Strong Democrat,Approve,High school,,White,,Agree,70,,Yes,70,,Yes,25,No,50,No,Unlikely,Yes,Yes,No,Darth Vader
,Male,67,65+,DK/REF,DK/REF,College degree,,White,,DK/REF,,DK/REF,Yes,,DK/REF,Yes,,No,,DK/REF,DK/REF,Yes,Yes,DK/REF,Darth Vader
,Female,49,45-54,Independent,Disapprove,College degree,,White,,DK/REF,,DK/REF,Yes,,DK/REF,Yes,,DK/REF,,No,Unlikely,Yes,Yes,DK/REF,DK/REF
,Male,19,18-24,Independent,Disapprove,College degree,,White,,Disagree,15,,Yes,60,,Yes,10,No,30,No,Unlikely,Yes,Yes,No,Donald Trump
,Female,30,25-34,Independent,Disapprove,Some college,,Latino,,Disagree,70,,Yes,80,,Yes,40,Yes,50,No,Unlikely,No,Yes,No,DK/REF
,Male,21,18-24,Independent,Disapprove,Some college,,White,,Disagree,30,,Yes,70,,Yes,60,No,50,No,Unlikely,No,No,No,Donald Trump
,Female,41,35-44,DK/REF,Approve,High school,,White,,Disagree,100,,Yes,100,,Yes,100,No,,No,Unlikely,Yes,No,Yes,Donald Trump
,Male,24,18-24,Not Strong Republican,Disapprove,College degree,,White,,Disagree,10,,Yes,100,,Yes,80,No,10,No,Unlikely,Yes,No,No,Donald Trump
,Male,61,55-64,Independent,Approve,High school,,White,,Agree,0,,Yes,50,,Yes,50,No,50,No,Likely,No,Yes,Yes,Donald Trump
,Female,54,45-54,Strong Democrat,Disapprove,Some college,,White,,Disagree,50,,Yes,100,,Yes,10,No,20,Yes,Unlikely,No,Yes,Yes,Darth Vader
,Male,78,65+,Strong Democrat,Disapprove,Some college,,White,,Disagree,25,,Yes,100,,Yes,100,No,100,No,Unlikely,Yes,No,No,Darth Vader
,Female,37,35-44,DK/REF,Disapprove,Graduate degree,,Asian,,Disagree,60,,Yes,100,,No,70,No,60,No,Unlikely,No,No,DK/REF,Donald Trump
,Female,22,18-24,Independent,DK/REF,College degree,,Latino,,DK/REF,,DK/REF,Yes,,DK/REF,Yes,100,No,,No,Unlikely,Yes,Yes,No,Darth Vader
,Female,23,18-24,Strong Democrat,Disapprove,College degree,,White,,Disagree,20,,Yes,90,,Yes,75,No,40,No,Unlikely,No,Yes,Yes,Donald Trump
,Male,19,18-24,Independent,Disapprove,High school,,Black,,Disagree,35,,Yes,100,,Yes,10,No,10,No,Unlikely,No,Yes,No,Donald Trump
,Female,64,55-64,Strong Republican,Approve,High school,,White,,DK/REF,50,,Yes,80,,Yes,60,Yes,90,No,Likely,No,Yes,DK/REF,Donald Trump
,Female,20,18-24,Independent,Approve,Graduate degree,,Black,,Disagree,50,,Yes,99,,Yes,80,No,45,Yes,Unlikely,No,No,Yes,Donald Trump
,Female,54,45-54,Independent,Approve,Graduate degree,,White,,Disagree,0,,Yes,25,,Yes,80,No,75,No,Unlikely,No,Yes,Yes,Donald Trump
,Male,66,65+,Strong Democrat,Approve,College degree,,DK/REF,,DK/REF,,DK/REF,Yes,10,,No,20,No,10,No,Unlikely,Yes,Yes,Yes,Donald Trump
,Female,30,25-34,Independent,Disapprove,Graduate degree,,Black,,Disagree,90,,Yes,85,,Yes,95,Yes,75,No,Likely,No,Yes,No,Darth Vader
,Female,70,65+,Independent,Disapprove,College degree,,Black,,Disagree,20,,Yes,100,,Yes,20,No,0,No,Likely,No,Yes,DK/REF,DK/REF
,Female,43,35-44,Not Strong Democrat,Disapprove,Some college,,Asian,,Disagree,80,,Yes,100,,Yes,40,No,50,No,Likely,No,No,DK/REF,Darth Vader
,Male,59,55-64,Not Strong Republican,Disapprove,College degree,,White,,Disagree,20,,Yes,90,,Yes,75,No,10,No,Unlikely,Yes,Yes,No,DK/REF
,Male,37,35-44,Strong Republican,Approve,College degree,,Latino,,Disagree,2,,Yes,95,,Yes,95,No,85,Yes,Unlikely,No,Yes,No,Donald Trump
,Female,37,35-44,Independent,Disapprove,Graduate degree,,White,,Disagree,20,,Yes,95,,Yes,40,No,20,No,Unlikely,No,Yes,No,Donald Trump
,Female,79,65+,Strong Democrat,Disapprove,Some college,,Black,,Disagree,,DK/REF,Yes,10,,Yes,,Yes,0,No,Likely,No,Yes,DK/REF,Darth Vader
,Male,49,45-54,Independent,Disapprove,Some college,,Black,,Disagree,100,,Yes,100,,Yes,0,No,20,No,Likely,No,Yes,Yes,Darth Vader
,Male,46,45-54,Strong Democrat,Disapprove,Graduate degree,,White,,Disagree,66,,Yes,95,,Yes,15,No,80,Yes,Unlikely,No,Yes,No,Darth Vader
,Female,33,25-34,DK/REF,DK/REF,Some college,,White,,DK/REF,,DK/REF,Yes,,DK/REF,Yes,,No,,No,DK/REF,No,DK/REF,DK/REF,Donald Trump
,Female,34,25-34,Strong Democrat,Disapprove,College degree,,Black,,Disagree,75,,Yes,75,,Yes,75,No,50,Yes,Likely,No,Yes,No,Darth Vader
,Male,74,65+,Strong Republican,Approve,Graduate degree,,White,,Disagree,0,,Yes,100,,Yes,50,No,,No,Unlikely,No,DK/REF,DK/REF,Donald Trump
,Other,57,55-64,Strong Republican,Approve,College degree,,Latino,,Disagree,1,,Yes,10,,No,20,No,50,No,Unlikely,No,DK/REF,Yes,Darth Vader
,Female,55,55-64,Strong Democrat,Disapprove,Graduate degree,,White,,Disagree,80,,Yes,100,,Yes,30,Yes,75,No,Unlikely,No,Yes,No,DK/REF
,Male,56,55-64,Independent,Disapprove,High school,,Asian,,DK/REF,,DK/REF,Yes,99,,Yes,100,No,100,No,Unlikely,No,DK/REF,DK/REF,DK/REF
,Male,33,25-34,Independent,Disapprove,College degree,,Asian,,Disagree,50,,Yes,25,,Yes,33,No,25,No,Unlikely,No,No,Yes,Donald Trump
,Female,28,25-34,Independent,Disapprove,High school,,Latino,,Disagree,58,,Yes,48,,Yes,45,Yes,79,Yes,Unlikely,No,No,No,Darth Vader
,Female,53,45-54,Independent,Disapprove,Graduate degree,,Asian,,Disagree,50,,Yes,70,,Yes,70,Yes,60,No,Unlikely,No,Yes,Yes,Darth Vader
,Female,40,35-44,Strong Democrat,Disapprove,College degree,,Latino,,Disagree,60,,Yes,90,,Yes,40,No,10,Yes,Likely,No,Yes,No,DK/REF
,Female,56,55-64,Strong Republican,Approve,High school,,White,,DK/REF,,DK/REF,Yes,95,,Yes,80,Yes,90,No,Unlikely,No,No,Yes,Donald Trump
,Female,36,35-44,Independent,Disapprove,College degree,,Latino,,Disagree,80,,Yes,65,,Yes,45,Yes,75,Yes,Likely,No,Yes,No,DK/REF
,Female,25,25-34,Independent,DK/REF,Some college,,White,,DK/REF,50,,Yes,50,,Yes,90,No,80,No,Unlikely,No,No,No,Darth Vader
,Female,60,55-64,Strong Democrat,Disapprove,Graduate degree,,Black,,Disagree,99,,Yes,100,,Yes,58,No,50,No,DK/REF,No,Yes,DK/REF,DK/REF
,Female,43,35-44,Strong Democrat,Disapprove,College degree,,Latino,,Disagree,10,,Yes,90,,Yes,10,No,90,No,Likely,No,Yes,No,Darth Vader
,Male,40,35-44,Independent,Disapprove,Some college,,White,,Disagree,10,,Yes,95,,Yes,85,No,50,No,Unlikely,Yes,No,DK/REF,Donald Trump
,Male,38,35-44,Independent,Approve,College degree,,White,,Disagree,5,,Yes,40,,No,50,No,10,No,Likely,Yes,No,Yes,Donald Trump
,Male,23,18-24,Independent,Approve,College degree,,Black,,Disagree,5,,Yes,100,,Yes,90,No,60,Yes,DK/REF,No,No,No,Donald Trump
,Female,48,45-54,Strong Republican,Approve,College degree,,White,,DK/REF,60,,Yes,100,,Yes,90,No,75,No,Likely,No,No,Yes,Donald Trump
,Male,52,45-54,Independent,Approve,Graduate degree,,White,,Disagree,,DK/REF,Yes,95,,Yes,80,No,,No,DK/REF,No,Yes,DK/REF,Donald Trump
,Female,60,55-64,Strong Republican,Approve,Graduate degree,,White,,DK/REF,,DK/REF,Yes,,DK/REF,No,,No,,No,Unlikely,DK/REF,Yes,DK/REF,Donald Trump
,Male,40,35-44,DK/REF,DK/REF,Some college,,White,,DK/REF,,DK/REF,Yes,,DK/REF,Yes,100,Yes,90,No,Likely,Yes,Yes,DK/REF,Darth Vader
,Male,59,55-64,Independent,Approve,High school,,White,,Disagree,70,,Yes,100,,No,75,No,40,No,DK/REF,Yes,No,Yes,Donald Trump
,Female,75,65+,Independent,Approve,Graduate degree,,White,,Disagree,,DK/REF,Yes,,DK/REF,Yes,,No,,No,Unlikely,No,No,No,Donald Trump
,Male,68,65+,Independent,Approve,College degree,,Asian,,Disagree,,DK/REF,Yes,,DK/REF,Yes,,No,,No,Unlikely,Yes,Yes,DK/REF,Donald Trump
,Other,30,25-34,DK/REF,Approve,Graduate degree,,DK/REF,,DK/REF,,DK/REF,Yes,,DK/REF,DK/REF,,No,,Yes,DK/REF,Yes,Yes,DK/REF,DK/REF
,Female,48,45-54,Strong Democrat,Disapprove,College degree,,Latino,,Disagree,100,,Yes,100,,Yes,80,No,50,No,Unlikely,No,No,No,Darth Vader
,Male,32,25-34,DK/REF,DK/REF,Graduate degree,,Asian,,DK/REF,,DK/REF,Yes,,DK/REF,Yes,70,No,,No,Unlikely,No,Yes,DK/REF,Donald Trump
,Female,21,18-24,Not Strong Republican,Disapprove,Graduate degree,,White,,Disagree,3,,Yes,99,,Yes,89,No,20,Yes,Unlikely,Yes,No,No,Donald Trump
,Female,19,18-24,Independent,DK/REF,Some college,,White,,DK/REF,20,,Yes,20,,DK/REF,10,No,,No,Unlikely,Yes,Yes,DK/REF,DK/REF
,Other,33,25-34,Independent,Disapprove,Graduate degree,,Other,Samoan,Disagree,100,,Yes,100,,Yes,0,Yes,50,Yes,Likely,No,Yes,Yes,Darth Vader
,Male,30,25-34,Independent,Disapprove,College degree,,White,,Disagree,,DK/REF,Yes,100,,Yes,10,No,5,No,Unlikely,Yes,No,Yes,Darth Vader
,Male,20,18-24,Independent,Disapprove,High school,,White,,Agree,5,,Yes,90,,Yes,55,No,90,No,Unlikely,No,No,No,Donald Trump
,Female,41,35-44,Strong Republican,Approve,Other,trade school,White,,Disagree,30,,Yes,30,,No,30,No,40,Yes,Likely,Yes,Yes,DK/REF,Donald Trump
,Male,82,65+,Independent,Disapprove,High school,,Latino,,Disagree,,DK/REF,No,82,,Yes,22,No,40,No,Likely,Yes,No,No,Darth Vader
